time,V_MG
2.2131,699.98
2.2132,699.98
2.2133,699.98
2.2134,699.98
2.2135,699.98
2.2136,699.98
2.2137,699.98
2.2138,699.98
2.2139,699.98
2.214,699.98
2.2141,699.98
2.2142,699.98
2.2143,699.98
2.2144,699.98
2.2145,699.98
2.2146,699.98
2.2147,699.98
2.2148,699.98
2.2149,699.98
2.215,699.98
2.2151,699.98
2.2152,699.98
2.2153,699.98
2.2154,699.98
2.2155,699.98
2.2156,699.98
2.2157,699.98
2.2158,699.98
2.2159,699.98
2.216,699.99
2.2161,699.99
2.2162,699.99
2.2163,699.99
2.2164,699.99
2.2165,699.99
2.2166,699.99
2.2167,699.99
2.2168,699.99
2.2169,699.99
2.217,699.99
2.2171,699.99
2.2172,699.99
2.2173,699.99
2.2174,699.99
2.2175,699.99
2.2176,699.99
2.2177,699.99
2.2178,699.99
2.2179,699.99
2.218,699.99
2.2181,699.99
2.2182,699.99
2.2183,699.99
2.2184,699.99
2.2185,699.99
2.2186,699.99
2.2187,699.99
2.2188,699.99
2.2189,699.99
2.219,699.99
2.2191,699.99
2.2192,699.99
2.2193,699.99
2.2194,699.99
2.2195,699.99
2.2196,699.99
2.2197,699.99
2.2198,699.99
2.2199,699.99
2.22,699.99
2.2201,699.99
2.2202,699.99
2.2203,699.99
2.2204,699.99
2.2205,699.99
2.2206,699.99
2.2207,699.99
2.2208,699.99
2.2209,699.99
2.221,699.99
2.2211,699.99
2.2212,699.99
2.2213,699.99
2.2214,699.99
2.2215,699.99
2.2216,699.99
2.2217,699.99
2.2218,699.99
2.2219,699.99
2.222,699.99
2.2221,699.99
2.2222,699.99
2.2223,699.99
2.2224,699.99
2.2225,699.99
2.2226,699.99
2.2227,699.99
2.2228,699.99
2.2229,699.99
2.223,699.99
2.2231,699.99
2.2232,699.99
2.2233,699.99
2.2234,699.99
2.2235,699.99
2.2236,699.99
2.2237,699.99
2.2238,699.99
2.2239,699.99
2.224,699.99
2.2241,699.99
2.2242,699.99
2.2243,699.99
2.2244,699.99
2.2245,699.99
2.2246,699.99
2.2247,699.99
2.2248,699.99
2.2249,699.99
2.225,699.99
2.2251,699.99
2.2252,699.99
2.2253,699.99
2.2254,699.99
2.2255,699.99
2.2256,699.99
2.2257,699.99
2.2258,699.99
2.2259,699.99
2.226,699.99
2.2261,699.99
2.2262,699.99
2.2263,699.99
2.2264,699.99
2.2265,699.99
2.2266,699.99
2.2267,699.99
2.2268,699.99
2.2269,699.99
2.227,699.99
2.2271,699.99
2.2272,699.99
2.2273,699.99
2.2274,699.99
2.2275,699.99
2.2276,699.99
2.2277,699.99
2.2278,699.99
2.2279,699.99
2.228,699.99
2.2281,699.99
2.2282,699.99
2.2283,699.99
2.2284,699.99
2.2285,699.99
2.2286,699.99
2.2287,699.99
2.2288,699.99
2.2289,699.99
2.229,699.99
2.2291,699.99
2.2292,699.99
2.2293,699.99
2.2294,699.99
2.2295,699.99
2.2296,699.99
2.2297,699.99
2.2298,699.99
2.2299,699.99
2.23,699.99
2.2301,699.99
2.2302,699.99
2.2303,699.99
2.2304,699.99
2.2305,699.99
2.2306,699.99
2.2307,699.99
2.2308,699.99
2.2309,699.99
2.231,699.99
2.2311,699.99
2.2312,699.99
2.2313,699.99
2.2314,699.99
2.2315,699.99
2.2316,699.99
2.2317,699.99
2.2318,699.99
2.2319,699.99
2.232,699.99
2.2321,699.99
2.2322,699.99
2.2323,699.99
2.2324,699.99
2.2325,699.99
2.2326,699.99
2.2327,699.99
2.2328,699.99
2.2329,699.99
2.233,699.99
2.2331,699.99
2.2332,699.99
2.2333,699.99
2.2334,699.99
2.2335,699.99
2.2336,699.99
2.2337,699.99
2.2338,699.99
2.2339,699.99
2.234,699.99
2.2341,699.99
2.2342,699.99
2.2343,699.99
2.2344,699.99
2.2345,699.99
2.2346,699.99
2.2347,699.99
2.2348,699.99
2.2349,699.99
2.235,699.99
2.2351,699.99
2.2352,699.99
2.2353,699.99
2.2354,699.99
2.2355,699.99
2.2356,699.99
2.2357,699.99
2.2358,699.99
2.2359,699.99
2.236,699.99
2.2361,699.99
2.2362,699.99
2.2363,699.99
2.2364,699.99
2.2365,699.99
2.2366,699.99
2.2367,699.99
2.2368,699.99
2.2369,699.99
2.237,699.99
2.2371,699.99
2.2372,699.99
2.2373,699.99
2.2374,699.99
2.2375,699.99
2.2376,699.99
2.2377,699.99
2.2378,699.99
2.2379,699.99
2.238,699.99
2.2381,699.99
2.2382,699.99
2.2383,699.99
2.2384,699.99
2.2385,699.99
2.2386,699.99
2.2387,699.99
2.2388,699.99
2.2389,699.99
2.239,699.99
2.2391,699.99
2.2392,699.99
2.2393,699.99
2.2394,699.99
2.2395,699.99
2.2396,699.99
2.2397,699.99
2.2398,699.99
2.2399,699.99
2.24,699.99
2.2401,699.99
2.2402,699.99
2.2403,699.99
2.2404,699.99
2.2405,699.99
2.2406,699.99
2.2407,699.99
2.2408,699.99
2.2409,699.99
2.241,699.99
2.2411,699.99
2.2412,699.99
2.2413,699.99
2.2414,699.99
2.2415,699.99
2.2416,699.99
2.2417,699.99
2.2418,699.99
2.2419,699.99
2.242,699.99
2.2421,699.99
2.2422,699.99
2.2423,699.99
2.2424,699.99
2.2425,699.99
2.2426,699.99
2.2427,699.99
2.2428,699.99
2.2429,699.99
2.243,699.99
2.2431,699.99
2.2432,699.99
2.2433,699.99
2.2434,699.99
2.2435,699.99
2.2436,699.99
2.2437,699.99
2.2438,699.99
2.2439,699.99
2.244,699.99
2.2441,699.99
2.2442,699.99
2.2443,699.99
2.2444,699.99
2.2445,699.99
2.2446,699.99
2.2447,699.99
2.2448,699.99
2.2449,699.99
2.245,699.99
2.2451,699.99
2.2452,699.99
2.2453,699.99
2.2454,699.99
2.2455,699.99
2.2456,699.99
2.2457,699.99
2.2458,699.99
2.2459,699.99
2.246,699.99
2.2461,699.99
2.2462,699.99
2.2463,699.99
2.2464,699.99
2.2465,699.99
2.2466,699.99
2.2467,699.99
2.2468,699.99
2.2469,699.99
2.247,699.99
2.2471,699.99
2.2472,699.99
2.2473,699.99
2.2474,699.99
2.2475,699.99
2.2476,699.99
2.2477,699.99
2.2478,699.99
2.2479,699.99
2.248,699.99
2.2481,699.99
2.2482,699.99
2.2483,699.99
2.2484,699.99
2.2485,699.99
2.2486,699.99
2.2487,699.99
2.2488,699.99
2.2489,699.99
2.249,699.99
2.2491,699.99
2.2492,699.99
2.2493,699.99
2.2494,699.99
2.2495,699.99
2.2496,699.99
2.2497,699.99
2.2498,699.99
2.2499,699.99
2.25,699.99
2.2501,699.99
2.2502,699.99
2.2503,699.99
2.2504,699.99
2.2505,699.99
2.2506,699.99
2.2507,699.99
2.2508,699.99
2.2509,699.99
2.251,699.99
2.2511,699.99
2.2512,699.99
2.2513,699.99
2.2514,699.99
2.2515,699.99
2.2516,699.99
2.2517,699.99
2.2518,699.99
2.2519,699.99
2.252,699.99
2.2521,699.99
2.2522,699.99
2.2523,699.99
2.2524,699.99
2.2525,699.99
2.2526,699.99
2.2527,699.99
2.2528,699.99
2.2529,699.99
2.253,699.99
2.2531,699.99
2.2532,699.99
2.2533,699.99
2.2534,699.99
2.2535,699.99
2.2536,699.99
2.2537,699.99
2.2538,699.99
2.2539,699.99
2.254,699.99
2.2541,699.99
2.2542,699.99
2.2543,699.99
2.2544,699.99
2.2545,699.99
2.2546,699.99
2.2547,699.99
2.2548,699.99
2.2549,699.99
2.255,699.99
2.2551,699.99
2.2552,699.99
2.2553,699.99
2.2554,699.99
2.2555,699.99
2.2556,699.99
2.2557,699.99
2.2558,699.99
2.2559,699.99
2.256,699.99
2.2561,699.99
2.2562,699.99
2.2563,699.99
2.2564,699.99
2.2565,699.99
2.2566,699.99
2.2567,699.99
2.2568,699.99
2.2569,699.99
2.257,699.99
2.2571,699.99
2.2572,699.99
2.2573,699.99
2.2574,699.99
2.2575,699.99
2.2576,699.99
2.2577,699.99
2.2578,699.99
2.2579,699.99
2.258,699.99
2.2581,699.99
2.2582,699.99
2.2583,699.99
2.2584,699.99
2.2585,699.99
2.2586,699.99
2.2587,699.99
2.2588,699.99
2.2589,699.99
2.259,699.99
2.2591,699.99
2.2592,699.99
2.2593,699.99
2.2594,699.99
2.2595,699.99
2.2596,699.99
2.2597,699.99
2.2598,699.99
2.2599,699.99
2.26,699.99
2.2601,699.99
2.2602,699.99
2.2603,699.99
2.2604,699.99
2.2605,699.99
2.2606,699.99
2.2607,699.99
2.2608,699.99
2.2609,699.99
2.261,699.99
2.2611,699.99
2.2612,699.99
2.2613,699.99
2.2614,699.99
2.2615,699.99
2.2616,699.99
2.2617,699.99
2.2618,699.99
2.2619,699.99
2.262,699.99
2.2621,699.99
2.2622,699.99
2.2623,699.99
2.2624,699.99
2.2625,699.99
2.2626,699.99
2.2627,699.99
2.2628,699.99
2.2629,699.99
2.263,699.99
2.2631,699.99
2.2632,699.99
2.2633,699.99
2.2634,699.99
2.2635,699.99
2.2636,699.99
2.2637,699.99
2.2638,699.99
2.2639,699.99
2.264,699.99
2.2641,699.99
2.2642,699.99
2.2643,699.99
2.2644,699.99
2.2645,699.99
2.2646,699.99
2.2647,699.99
2.2648,699.99
2.2649,699.99
2.265,699.99
2.2651,699.99
2.2652,699.99
2.2653,699.99
2.2654,699.99
2.2655,699.99
2.2656,699.99
2.2657,699.99
2.2658,699.99
2.2659,699.99
2.266,699.99
2.2661,699.99
2.2662,699.99
2.2663,699.99
2.2664,699.99
2.2665,699.99
2.2666,699.99
2.2667,699.99
2.2668,699.99
2.2669,699.99
2.267,699.99
2.2671,699.99
2.2672,699.99
2.2673,699.99
2.2674,699.99
2.2675,699.99
2.2676,699.99
2.2677,699.99
2.2678,699.99
2.2679,699.99
2.268,699.99
2.2681,699.99
2.2682,699.99
2.2683,699.99
2.2684,699.99
2.2685,699.99
2.2686,699.99
2.2687,699.99
2.2688,699.99
2.2689,699.99
2.269,699.99
2.2691,699.99
2.2692,699.99
2.2693,699.99
2.2694,699.99
2.2695,699.99
2.2696,699.99
2.2697,699.99
2.2698,699.99
2.2699,699.99
2.27,699.99
2.2701,699.99
2.2702,699.99
2.2703,699.99
2.2704,699.99
2.2705,699.99
2.2706,699.99
2.2707,699.99
2.2708,699.99
2.2709,699.99
2.271,699.99
2.2711,699.99
2.2712,699.99
2.2713,699.99
2.2714,699.99
2.2715,699.99
2.2716,699.99
2.2717,699.99
2.2718,699.99
2.2719,699.99
2.272,699.99
2.2721,699.99
2.2722,699.99
2.2723,699.99
2.2724,699.99
2.2725,699.99
2.2726,699.99
2.2727,699.99
2.2728,699.99
2.2729,699.99
2.273,699.99
2.2731,699.99
2.2732,699.99
2.2733,699.99
2.2734,699.99
2.2735,699.99
2.2736,699.99
2.2737,699.99
2.2738,699.99
2.2739,699.99
2.274,699.99
2.2741,699.99
2.2742,699.99
2.2743,699.99
2.2744,699.99
2.2745,699.99
2.2746,699.99
2.2747,699.99
2.2748,699.99
2.2749,699.99
2.275,699.99
2.2751,699.99
2.2752,699.99
2.2753,699.99
2.2754,699.99
2.2755,699.99
2.2756,699.99
2.2757,699.99
2.2758,699.99
2.2759,699.99
2.276,699.99
2.2761,699.99
2.2762,699.99
2.2763,699.99
2.2764,699.99
2.2765,699.99
2.2766,699.99
2.2767,699.99
2.2768,699.99
2.2769,699.99
2.277,699.99
2.2771,699.99
2.2772,699.99
2.2773,699.99
2.2774,699.99
2.2775,699.99
2.2776,699.99
2.2777,699.99
2.2778,699.99
2.2779,699.99
2.278,699.99
2.2781,699.99
2.2782,699.99
2.2783,699.99
2.2784,699.99
2.2785,699.99
2.2786,699.99
2.2787,699.99
2.2788,699.99
2.2789,699.99
2.279,699.99
2.2791,699.99
2.2792,699.99
2.2793,699.99
2.2794,699.99
2.2795,699.99
2.2796,699.99
2.2797,699.99
2.2798,699.99
2.2799,699.99
2.28,699.99
2.2801,699.99
2.2802,699.99
2.2803,699.99
2.2804,699.99
2.2805,699.99
2.2806,699.99
2.2807,699.99
2.2808,699.99
2.2809,699.99
2.281,699.99
2.2811,699.99
2.2812,699.99
2.2813,699.99
2.2814,699.99
2.2815,699.99
2.2816,699.99
2.2817,699.99
2.2818,699.99
2.2819,699.99
2.282,699.99
2.2821,699.99
2.2822,699.99
2.2823,699.99
2.2824,699.99
2.2825,699.99
2.2826,699.99
2.2827,699.99
2.2828,699.99
2.2829,699.99
2.283,699.99
2.2831,699.99
2.2832,699.99
2.2833,699.99
2.2834,699.99
2.2835,699.99
2.2836,699.99
2.2837,699.99
2.2838,699.99
2.2839,699.99
2.284,699.99
2.2841,699.99
2.2842,699.99
2.2843,699.99
2.2844,699.99
2.2845,699.99
2.2846,699.99
2.2847,699.99
2.2848,699.99
2.2849,699.99
2.285,699.99
2.2851,699.99
2.2852,699.99
2.2853,699.99
2.2854,699.99
2.2855,699.99
2.2856,699.99
2.2857,699.99
2.2858,699.99
2.2859,699.99
2.286,699.99
2.2861,699.99
2.2862,699.99
2.2863,699.99
2.2864,699.99
2.2865,699.99
2.2866,699.99
2.2867,699.99
2.2868,699.99
2.2869,699.99
2.287,699.99
2.2871,699.99
2.2872,699.99
2.2873,699.99
2.2874,699.99
2.2875,699.99
2.2876,699.99
2.2877,699.99
2.2878,699.99
2.2879,699.99
2.288,699.99
2.2881,699.99
2.2882,699.99
2.2883,699.99
2.2884,699.99
2.2885,699.99
2.2886,699.99
2.2887,699.99
2.2888,699.99
2.2889,699.99
2.289,699.99
2.2891,699.99
2.2892,699.99
2.2893,699.99
2.2894,699.99
2.2895,699.99
2.2896,699.99
2.2897,699.99
2.2898,699.99
2.2899,699.99
2.29,699.99
2.2901,699.99
2.2902,699.99
2.2903,699.99
2.2904,699.99
2.2905,699.99
2.2906,699.99
2.2907,699.99
2.2908,699.99
2.2909,699.99
2.291,699.99
2.2911,699.99
2.2912,699.99
2.2913,699.99
2.2914,699.99
2.2915,699.99
2.2916,699.99
2.2917,699.99
2.2918,699.99
2.2919,699.99
2.292,699.99
2.2921,699.99
2.2922,699.99
2.2923,699.99
2.2924,699.99
2.2925,699.99
2.2926,699.99
2.2927,699.99
2.2928,699.99
2.2929,699.99
2.293,699.99
2.2931,699.99
2.2932,699.99
2.2933,699.99
2.2934,699.99
2.2935,699.99
2.2936,699.99
2.2937,699.99
2.2938,699.99
2.2939,699.99
2.294,699.99
2.2941,699.99
2.2942,699.99
2.2943,699.99
2.2944,699.99
2.2945,699.99
2.2946,699.99
2.2947,699.99
2.2948,699.99
2.2949,699.99
2.295,699.99
2.2951,699.99
2.2952,699.99
2.2953,699.99
2.2954,699.99
2.2955,699.99
2.2956,699.99
2.2957,699.99
2.2958,699.99
2.2959,699.99
2.296,699.99
2.2961,699.99
2.2962,699.99
2.2963,699.99
2.2964,699.99
2.2965,699.99
2.2966,699.99
2.2967,699.99
2.2968,699.99
2.2969,699.99
2.297,699.99
2.2971,699.99
2.2972,699.99
2.2973,699.99
2.2974,699.99
2.2975,699.99
2.2976,699.99
2.2977,699.99
2.2978,699.99
2.2979,699.99
2.298,699.99
2.2981,699.99
2.2982,699.99
2.2983,699.99
2.2984,699.99
2.2985,699.99
2.2986,699.99
2.2987,699.99
2.2988,699.99
2.2989,699.99
2.299,699.99
2.2991,700
2.2992,700
2.2993,700
2.2994,700
2.2995,700
2.2996,700
2.2997,700
2.2998,700
2.2999,700
2.3,700
2.3001,700
2.3002,700
2.3003,700
2.3004,700
2.3005,700
2.3006,700
2.3007,700
2.3008,700
2.3009,700
2.301,700
2.3011,700
2.3012,700
2.3013,700
2.3014,700
2.3015,700
2.3016,700
2.3017,700
2.3018,700
2.3019,700
2.302,700
2.3021,700
2.3022,700
2.3023,700
2.3024,700
2.3025,700
2.3026,700
2.3027,700
2.3028,700
2.3029,700
2.303,700
2.3031,700
2.3032,700
2.3033,700
2.3034,700
2.3035,700
2.3036,700
2.3037,700
2.3038,700
2.3039,700
2.304,700
2.3041,700
2.3042,700
2.3043,700
2.3044,700
2.3045,700
2.3046,700
2.3047,700
2.3048,700
2.3049,700
2.305,700
2.3051,700
2.3052,700
2.3053,700
2.3054,700
2.3055,700
2.3056,700
2.3057,700
2.3058,700
2.3059,700
2.306,700
2.3061,700
2.3062,700
2.3063,700
2.3064,700
2.3065,700
2.3066,700
2.3067,700
2.3068,700
2.3069,700
2.307,700
2.3071,700
2.3072,700
2.3073,700
2.3074,700
2.3075,700
2.3076,700
2.3077,700
2.3078,700
2.3079,700
2.308,700
2.3081,700
2.3082,700
2.3083,700
2.3084,700
2.3085,700
2.3086,700
2.3087,700
2.3088,700
2.3089,700
2.309,700
2.3091,700
2.3092,700
2.3093,700
2.3094,700
2.3095,700
2.3096,700
2.3097,700
2.3098,700
2.3099,700
2.31,700
2.3101,700
2.3102,700
2.3103,700
2.3104,700
2.3105,700
2.3106,700
2.3107,700
2.3108,700
2.3109,700
2.311,700
2.3111,700
2.3112,700
2.3113,700
2.3114,700
2.3115,700
2.3116,700
2.3117,700
2.3118,700
2.3119,700
2.312,700
2.3121,700
2.3122,700
2.3123,700
2.3124,700
2.3125,700
2.3126,700
2.3127,700
2.3128,700
2.3129,700
2.313,700
2.3131,700
2.3132,700
2.3133,700
2.3134,700
2.3135,700
2.3136,700
2.3137,700
2.3138,700
2.3139,700
2.314,700
2.3141,700
2.3142,700
2.3143,700
2.3144,700
2.3145,700
2.3146,700
2.3147,700
2.3148,700
2.3149,700
2.315,700
2.3151,700
2.3152,700
2.3153,700
2.3154,700
2.3155,700
2.3156,700
2.3157,700
2.3158,700
2.3159,700
2.316,700
2.3161,700
2.3162,700
2.3163,700
2.3164,700
2.3165,700
2.3166,700
2.3167,700
2.3168,700
2.3169,700
2.317,700
2.3171,700
2.3172,700
2.3173,700
2.3174,700
2.3175,700
2.3176,700
2.3177,700
2.3178,700
2.3179,700
2.318,700
2.3181,700
2.3182,700
2.3183,700
2.3184,700
2.3185,700
2.3186,700
2.3187,700
2.3188,700
2.3189,700
2.319,700
2.3191,700
2.3192,700
2.3193,700
2.3194,700
2.3195,700
2.3196,700
2.3197,700
2.3198,700
2.3199,700
2.32,700
2.3201,700
2.3202,700
2.3203,700
2.3204,700
2.3205,700
2.3206,700
2.3207,700
2.3208,700
2.3209,700
2.321,700
2.3211,700
2.3212,700
2.3213,700
2.3214,700
2.3215,700
2.3216,700
2.3217,700
2.3218,700
2.3219,700
2.322,700
2.3221,700
2.3222,700
2.3223,700
2.3224,700
2.3225,700
2.3226,700
2.3227,700
2.3228,700
2.3229,700
2.323,700
2.3231,700
2.3232,700
2.3233,700
2.3234,700
2.3235,700
2.3236,700
2.3237,700
2.3238,700
2.3239,700
2.324,700
2.3241,700
2.3242,700
2.3243,700
2.3244,700
2.3245,700
2.3246,700
2.3247,700
2.3248,700
2.3249,700
2.325,700
2.3251,700
2.3252,700
2.3253,700
2.3254,700
2.3255,700
2.3256,700
2.3257,700
2.3258,700
2.3259,700
2.326,700
2.3261,700
2.3262,700
2.3263,700
2.3264,700
2.3265,700
2.3266,700
2.3267,700
2.3268,700
2.3269,700
2.327,700
2.3271,700
2.3272,700
2.3273,700
2.3274,700
2.3275,700
2.3276,700
2.3277,700
2.3278,700
2.3279,700
2.328,700
2.3281,700
2.3282,700
2.3283,700
2.3284,700
2.3285,700
2.3286,700
2.3287,700
2.3288,700
2.3289,700
2.329,700
2.3291,700
2.3292,700
2.3293,700
2.3294,700
2.3295,700
2.3296,700
2.3297,700
2.3298,700
2.3299,700
2.33,700
2.3301,700
2.3302,700
2.3303,700
2.3304,700
2.3305,700
2.3306,700
2.3307,700
2.3308,700
2.3309,700
2.331,700
2.3311,700
2.3312,700
2.3313,700
2.3314,700
2.3315,700
2.3316,700
2.3317,700
2.3318,700
2.3319,700
2.332,700
2.3321,700
2.3322,700
2.3323,700
2.3324,700
2.3325,700
2.3326,700
2.3327,700
2.3328,700
2.3329,700
2.333,700
2.3331,700
2.3332,700
2.3333,700
2.3334,700
2.3335,700
2.3336,700
2.3337,700
2.3338,700
2.3339,700
2.334,700
2.3341,700
2.3342,700
2.3343,700
2.3344,700
2.3345,700
2.3346,700
2.3347,700
2.3348,700
2.3349,700
2.335,700
2.3351,700
2.3352,700
2.3353,700
2.3354,700
2.3355,700
2.3356,700
2.3357,700
2.3358,700
2.3359,700
2.336,700
2.3361,700
2.3362,700
2.3363,700
2.3364,700
2.3365,700
2.3366,700
2.3367,700
2.3368,700
2.3369,700
2.337,700
2.3371,700
2.3372,700
2.3373,700
2.3374,700
2.3375,700
2.3376,700
2.3377,700
2.3378,700
2.3379,700
2.338,700
2.3381,700
2.3382,700
2.3383,700
2.3384,700
2.3385,700
2.3386,700
2.3387,700
2.3388,700
2.3389,700
2.339,700
2.3391,700
2.3392,700
2.3393,700
2.3394,700
2.3395,700
2.3396,700
2.3397,700
2.3398,700
2.3399,700
2.34,700
2.3401,700
2.3402,700
2.3403,700
2.3404,700
2.3405,700
2.3406,700
2.3407,700
2.3408,700
2.3409,700
2.341,700
2.3411,700
2.3412,700
2.3413,700
2.3414,700
2.3415,700
2.3416,700
2.3417,700
2.3418,700
2.3419,700
2.342,700
2.3421,700
2.3422,700
2.3423,700
2.3424,700
2.3425,700
2.3426,700
2.3427,700
2.3428,700
2.3429,700
2.343,700
2.3431,700
2.3432,700
2.3433,700
2.3434,700
2.3435,700
2.3436,700
2.3437,700
2.3438,700
2.3439,700
2.344,700
2.3441,700
2.3442,700
2.3443,700
2.3444,700
2.3445,700
2.3446,700
2.3447,700
2.3448,700
2.3449,700
2.345,700
2.3451,700
2.3452,700
2.3453,700
2.3454,700
2.3455,700
2.3456,700
2.3457,700
2.3458,700
2.3459,700
2.346,700
2.3461,700
2.3462,700
2.3463,700
2.3464,700
2.3465,700
2.3466,700
2.3467,700
2.3468,700
2.3469,700
2.347,700
2.3471,700
2.3472,700
2.3473,700
2.3474,700
2.3475,700
2.3476,700
2.3477,700
2.3478,700
2.3479,700
2.348,700
2.3481,700
2.3482,700
2.3483,700
2.3484,700
2.3485,700
2.3486,700
2.3487,700
2.3488,700
2.3489,700
2.349,700
2.3491,700
2.3492,700
2.3493,700
2.3494,700
2.3495,700
2.3496,700
2.3497,700
2.3498,700
2.3499,700
2.35,700
2.3501,700
2.3502,700
2.3503,700
2.3504,700
2.3505,700
2.3506,700
2.3507,700
2.3508,700
2.3509,700
2.351,700
2.3511,700
2.3512,700
2.3513,700
2.3514,700
2.3515,700
2.3516,700
2.3517,700
2.3518,700
2.3519,700
2.352,700
2.3521,700
2.3522,700
2.3523,700
2.3524,700
2.3525,700
2.3526,700
2.3527,700
2.3528,700
2.3529,700
2.353,700
2.3531,700
2.3532,700
2.3533,700
2.3534,700
2.3535,700
2.3536,700
2.3537,700
2.3538,700
2.3539,700
2.354,700
2.3541,700
2.3542,700
2.3543,700
2.3544,700
2.3545,700
2.3546,700
2.3547,700
2.3548,700
2.3549,700
2.355,700
2.3551,700
2.3552,700
2.3553,700
2.3554,700
2.3555,700
2.3556,700
2.3557,700
2.3558,700
2.3559,700
2.356,700
2.3561,700
2.3562,700
2.3563,700
2.3564,700
2.3565,700
2.3566,700
2.3567,700
2.3568,700
2.3569,700
2.357,700
2.3571,700
2.3572,700
2.3573,700
2.3574,700
2.3575,700
2.3576,700
2.3577,700
2.3578,700
2.3579,700
2.358,700
2.3581,700
2.3582,700
2.3583,700
2.3584,700
2.3585,700
2.3586,700
2.3587,700
2.3588,700
2.3589,700
2.359,700
2.3591,700
2.3592,700
2.3593,700
2.3594,700
2.3595,700
2.3596,700
2.3597,700
2.3598,700
2.3599,700
2.36,700
2.3601,700
2.3602,700
2.3603,700
2.3604,700
2.3605,700
2.3606,700
2.3607,700
2.3608,700
2.3609,700
2.361,700
2.3611,700
2.3612,700
2.3613,700
2.3614,700
2.3615,700
2.3616,700
2.3617,700
2.3618,700
2.3619,700
2.362,700
2.3621,700
2.3622,700
2.3623,700
2.3624,700
2.3625,700
2.3626,700
2.3627,700
2.3628,700
2.3629,700
2.363,700
2.3631,700
2.3632,700
2.3633,700
2.3634,700
2.3635,700
2.3636,700
2.3637,700
2.3638,700
2.3639,700
2.364,700
2.3641,700
2.3642,700
2.3643,700
2.3644,700
2.3645,700
2.3646,700
2.3647,700
2.3648,700
2.3649,700
2.365,700
2.3651,700
2.3652,700
2.3653,700
2.3654,700
2.3655,700
2.3656,700
2.3657,700
2.3658,700
2.3659,700
2.366,700
2.3661,700
2.3662,700
2.3663,700
2.3664,700
2.3665,700
2.3666,700
2.3667,700
2.3668,700
2.3669,700
2.367,700
2.3671,700
2.3672,700
2.3673,700
2.3674,700
2.3675,700
2.3676,700
2.3677,700
2.3678,700
2.3679,700
2.368,700
2.3681,700
2.3682,700
2.3683,700
2.3684,700
2.3685,700
2.3686,700
2.3687,700
2.3688,700
2.3689,700
2.369,700
2.3691,700
2.3692,700
2.3693,700
2.3694,700
2.3695,700
2.3696,700
2.3697,700
2.3698,700
2.3699,700
2.37,700
2.3701,700
2.3702,700
2.3703,700
2.3704,700
2.3705,700
2.3706,700
2.3707,700
2.3708,700
2.3709,700
2.371,700
2.3711,700
2.3712,700
2.3713,700
2.3714,700
2.3715,700
2.3716,700
2.3717,700
2.3718,700
2.3719,700
2.372,700
2.3721,700
2.3722,700
2.3723,700
2.3724,700
2.3725,700
2.3726,700
2.3727,700
2.3728,700
2.3729,700
2.373,700
2.3731,700
2.3732,700
2.3733,700
2.3734,700
2.3735,700
2.3736,700
2.3737,700
2.3738,700
2.3739,700
2.374,700
2.3741,700
2.3742,700
2.3743,700
2.3744,700
2.3745,700
2.3746,700
2.3747,700
2.3748,700
2.3749,700
2.375,700
2.3751,700
2.3752,700
2.3753,700
2.3754,700
2.3755,700
2.3756,700
2.3757,700
2.3758,700
2.3759,700
2.376,700
2.3761,700
2.3762,700
2.3763,700
2.3764,700
2.3765,700
2.3766,700
2.3767,700
2.3768,700
2.3769,700
2.377,700
2.3771,700
2.3772,700
2.3773,700
2.3774,700
2.3775,700
2.3776,700
2.3777,700
2.3778,700
2.3779,700
2.378,700
2.3781,700
2.3782,700
2.3783,700
2.3784,700
2.3785,700
2.3786,700
2.3787,700
2.3788,700
2.3789,700
2.379,700
2.3791,700
2.3792,700
2.3793,700
2.3794,700
2.3795,700
2.3796,700
2.3797,700
2.3798,700
2.3799,700
2.38,700
2.3801,700
2.3802,700
2.3803,700
2.3804,700
2.3805,700
2.3806,700
2.3807,700
2.3808,700
2.3809,700
2.381,700
2.3811,700
2.3812,700
2.3813,700
2.3814,700
2.3815,700
2.3816,700
2.3817,700
2.3818,700
2.3819,700
2.382,700
2.3821,700
2.3822,700
2.3823,700
2.3824,700
2.3825,700
2.3826,700
2.3827,700
2.3828,700
2.3829,700
2.383,700
2.3831,700
2.3832,700
2.3833,700
2.3834,700
2.3835,700
2.3836,700
2.3837,700
2.3838,700
2.3839,700
2.384,700
2.3841,700
2.3842,700
2.3843,700
2.3844,700
2.3845,700
2.3846,700
2.3847,700
2.3848,700
2.3849,700
2.385,700
2.3851,700
2.3852,700
2.3853,700
2.3854,700
2.3855,700
2.3856,700
2.3857,700
2.3858,700
2.3859,700
2.386,700
2.3861,700
2.3862,700
2.3863,700
2.3864,700
2.3865,700
2.3866,700
2.3867,700
2.3868,700
2.3869,700
2.387,700
2.3871,700
2.3872,700
2.3873,700
2.3874,700
2.3875,700
2.3876,700
2.3877,700
2.3878,700
2.3879,700
2.388,700
2.3881,700
2.3882,700
2.3883,700
2.3884,700
2.3885,700
2.3886,700
2.3887,700
2.3888,700
2.3889,700
2.389,700
2.3891,700
2.3892,700
2.3893,700
2.3894,700
2.3895,700
2.3896,700
2.3897,700
2.3898,700
2.3899,700
2.39,700
2.3901,700
2.3902,700
2.3903,700
2.3904,700
2.3905,700
2.3906,700
2.3907,700
2.3908,700
